Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Sub Vertical,City  Location,Investors Name,Investment Type,Amount in USD,Remarks||
"1,12/12/19,Ecozen,Technology,Agritech,Pune,Sathguru Catalyzer Advisors,Series A,""60,00,000"","||
"2,06/12/19,CarDekho,E-Commerce,Automobile,Gurgaon,Ping An Global Voyager Fund,Series D,""7,00,00,000"","||
"3,03/12/19,Dhruva Space,Aerospace,Satellite Communication,Bengaluru,""Mumbai Angels, Ravikanth Reddy"",Seed,""5,00,00,000"","||
"4,13/12/19,Rivigo,Technology,Logistics Services and Solutions,Gurgaon,""SAIF Partners, Spring Canter Investment Ltd."",Series F,""2,00,00,000"","||
"5,17/12/19,Healthians,B2B-focused foodtech startup,Food Solutions For Corporate,Bengaluru,""Paytm, NPTK, Sabre Partners and Neoplux"",Series C,""1,20,00,000"","||
"6,16/12/19,Licious,E-Commerce,Online Meat And Seafood Ordering Startup,Bengaluru,Vertex Growth Fund,Series E,""3,00,00,000"","||
"7,16/12/19,InCred,Finance,Non-Banking Financial Company,Mumbai,,Debt Funding,""59,00,000"","||
"8,14/12/19,Trell,Video,Experience Discovery Platform,Bengaluru,Ruizheng Investment,Seed Round,""20,00,000"","||
"9,11/12/19,Rein Games,Gaming,Real money based gaming startup,Noida,Manipal Education and Medical Group (MEMG),Seed Round,""5,00,00,000"","||
"10,20/12/19,Lenskart.com,E-Commerce,Online Eyewear Shopping Portal,Faridabad,SoftBank Vision Fund,Series G,""23,10,00,000"","||
"11,13/11/19,Freshworks,Software,Business and customer engagement tools,San Francisco,""Sequoia, CapitalG, Accel"",Series H,""15,00,00,000"","||
"12,14/11/19,Misters,Health and wellness,Men's Health and Wellness brand,Gurgaon,""Sauce.vc, Rainforest Ventures"",Series B,""4,86,000"","||
"13,13/11/19,Sunstone Eduversity Pvt. Ltd,Education,Elearning,Gurgaon,""Prime Venture Partners, LetsVenture, PS1 Venture and GlobalLogic co-founder Rajul Garg"",Seed,""15,00,000"","||
14,17/11/19,Burger Singh,Food and Beverage,Indian Burger Brand,Gurgaon,RB Investments,Venture,undisclosed,||
